case,attack,delta_v,nis,cusum_stat,cusum_alarm,jitter_z,jitter_detected,kalman_anomaly,consensus,threat_score
case9,baseline,0.016833341736026013,10.62169739555227,-0.06900491999864045,False,0.7869774072203554,False,False,0,0.05739548144407108
case9,baseline,0.017807704452719536,11.828905882159516,0.16017240917349582,False,0.45899737036911004,False,False,0,0.16445294107975794
case9,baseline,0.02187167690505287,11.535939528785597,1.2352923307147141,False,0.6547156651577556,False,False,0,0.11950059663876408
case9,baseline,0.022784231318921565,11.344895912507413,0.6388874302484051,False,0.6114895558332094,False,False,0,0.022297911166641884
case9,baseline,0.019114317663420356,11.79307399344729,0.403878059822498,False,0.29885503284016707,False,False,0,0.14653699672364517
case9,baseline,0.01756350316929925,11.612299376308526,1.0803048843568963,False,0.7128066067859993,False,False,0,0.12280247481853165
case9,baseline,0.009158844723057682,11.437978701206923,2.206611254175713,False,0.005935168848675486,False,False,0,0.3619833762527139
case9,baseline,0.01981358741167676,11.437814466705243,2.881943479283245,False,0.5124283714152649,False,False,0,0.5670687180680264
case9,baseline,0.014249623664260053,11.289758358452481,0.1673211012488742,False,0.6670808451912316,False,False,0,0.03341616903824631
case9,baseline,0.020545397213164174,11.909361436286522,0.9135482034766631,False,0.4173690675126,False,False,0,0.20468071814326105
case9,baseline,0.019986821271312915,11.307260506227285,1.672348247395123,False,0.9389101349026188,False,False,0,0.28948650119906066
case9,branch1_out,0.04316038672679834,19.497766496468984,9.817988155376852,True,3.6015517358856153,True,True,1,7.264590042024671
case9,branch1_out,0.027307594427388074,13.609917310026207,4.061510998981904,False,1.0105181030572292,False,False,0,2.07551557531912
case9,branch1_out,0.022250121065704245,17.335711557368562,11.581638607695064,True,3.5877213095808016,True,True,1,6.709891622908961
case9,branch1_out,0.03902958640711696,15.958245181435524,5.99323981713996,True,2.3658440251962287,False,True,1,4.100263340898996
case9,branch1_out,0.035074225722296744,15.612472455183186,4.803886203440907,False,2.5385662940122624,False,True,0,3.6051153474263176
case9,branch1_out,0.029365338187088162,17.22735011575318,3.996768541555764,False,2.301620266444558,False,True,0,4.12302967363223
case9,branch1_out,0.026461579990362638,19.99237474787766,8.901016217993803,True,2.0564850713562435,False,True,1,6.927789253608219
case9,branch1_out,0.023999734642609235,20.84008045092109,7.7415444155968505,True,3.4239016272437715,False,True,1,7.277283875588354
case9,branch1_out,0.038801566981281545,20.514327333461587,4.375758963058196,False,2.200959065228331,False,True,0,5.860083168693919
case9,branch1_out,0.025530912885661776,18.083877254444506,6.656538756788319,True,3.62099295723052,True,True,1,5.613098845704853
case9,branch1_out,0.030019475506770834,41.75280018594742,19.933351090785898,True,4.459195161956035,True,True,1,21.598244452600685
case9,branch1_out,0.031485560188899975,19.278511402895663,12.094328329735239,True,2.3206692419247408,False,True,1,7.581688048753351
case9,branch1_out,0.040259776541076334,17.756255466042766,7.94660135106137,True,3.136916661732648,False,True,1,5.739491470686324
case9,branch1_out,0.04262549786439884,20.05296337647965,16.08618202017752,True,2.4245432695818936,False,True,1,9.18724494820946
case9,branch1_out,0.025681391310166217,18.079621747631876,5.566135360477779,True,2.7779228620322765,False,True,1,5.115236054365727
case9,branch1_out,0.017293097776973788,12.764393211038351,3.435376198021828,False,1.6378177661927182,False,False,0,1.5903730181642677
case9,branch1_out,0.0365593432138715,32.40165311825274,40.72538533819913,True,3.7144654515294735,True,True,1,23.011335250892
case9,branch1_out,0.023993491818811337,14.923173061679304,2.4497852474280717,False,0.7292938566636706,False,True,0,2.1923808764008075
case9,branch1_out,0.030580644678370503,15.679506286810602,5.541568433111335,True,1.619168696383138,False,True,1,3.6760574126153287
case9,branch1_out,0.03910127215521436,17.10972382661946,11.43176190500232,True,2.9633678116686775,False,True,1,6.427064047144162
case9,branch1_out,0.041954839803960614,22.75802045596893,4.919853313578644,False,2.3052010848931075,False,True,0,7.166006439036679
case9,branch1_out,0.03282193470392415,16.724956811199334,4.23533923758937,False,2.4884907168077057,False,True,0,3.980778320238019
case9,branch1_out,0.046094683443118865,38.49894720094317,26.982050540916376,True,7.0613237166484994,True,True,1,22.606353506076196
case9,branch1_out,0.019156717604531172,12.891035221411466,3.5085402840781144,False,1.2791278774841102,False,True,0,1.6039052714259892
case9,branch1_out,0.03294189287315052,17.898983301425446,8.182880348290357,True,2.695393902826799,False,True,1,5.79343453576519
case9,branch1_out,0.02381769796693145,16.27572501296831,2.711779243934638,False,1.1133965665025578,False,True,0,3.0240755929650573
case9,branch1_out,0.034910569106867864,19.535940992475844,4.506177640545066,False,2.558829012757849,False,True,0,5.4815895909530115
case9,branch1_out,0.05228293070175165,48.43423828097798,19.16281932777727,True,4.095436333547625,True,True,1,24.635052205531697
case9,branch1_out,0.024978336751901233,15.804429097890571,4.681111250043991,True,1.7813365585752963,False,True,1,3.5128152356735423
case9,branch1_out,0.03920555451024838,25.098661529992032,30.326003014879117,True,7.647658811185117,True,True,1,17.026663431696775
case9,branch1_out,0.042002840743885037,20.281062727614234,10.08091828652657,True,2.336559604691709,False,True,1,7.48211877070343
case9,branch1_out,0.0569831688879972,49.80269442884485,17.792862827999645,True,6.750683501686436,True,True,1,25.439342763159605
case9,branch1_out,0.03846002353130142,45.218365467153205,40.2206313205422,True,8.137055106373685,True,True,1,30.152783151014
case9,branch1_out,0.05683445610850705,28.749000603801672,37.90607430860908,True,7.862438866964381,True,True,1,21.16881036787644
case9,branch1_out,0.03914327487934406,15.690702829311325,6.848302515255225,True,2.839234180124779,False,True,1,4.3176890052571855
case9,branch1_out,0.031852043335904065,37.67510533100656,47.15542656894796,True,2.849971107623684,False,True,1,27.404174857712405
case9,branch1_out,0.04205917618850988,25.676646551087618,20.53201497736415,True,8.06230842491711,True,True,1,14.460389453736475
case9,branch1_out,0.0558062850951411,25.56784701130377,16.54225779457854,True,8.491519747718106,True,True,1,13.294904793569069
case9,branch1_out,0.04991431041253834,32.268329768248165,37.87039786660727,True,2.7947961671559747,False,True,1,21.904243477537456
case9,branch1_out,0.03585244415903935,38.0432512366481,41.822186398061625,True,7.3382316888715415,True,True,1,26.885927875516845
case9,branch1_out,0.017978713256367497,15.31493377658434,7.981208622907793,True,2.6791978926859397,False,False,0,4.437669053701695
case9,branch1_out,0.0387209594051407,21.187885227671988,9.899734586066161,True,2.4353244153933584,False,True,1,7.900927872734514
case9,branch1_out,0.045304470764854,20.612438389410492,14.39696477302728,True,8.253034183524893,True,True,1,10.12591546331841
case9,branch1_out,0.05374013553641612,25.699142289618834,15.485750608374213,True,2.8041819253287255,False,True,1,11.906132712387427
case9,branch1_out,0.03415992355996837,39.19665439937919,32.99339147126419,True,6.982350456522547,True,True,1,24.742814732373365
case9,branch1_out,0.049258844282840206,22.396724402891426,26.131853793849057,True,5.335826318609591,True,True,1,13.955083603322349
case9,branch1_out,0.05265957081008791,34.96920229228866,15.584598777649234,True,4.95538200954641,True,True,1,17.00105718134838
case9,branch1_out,0.025865098453753472,13.446055281065226,3.429320774980441,False,1.1127403964599307,False,True,0,1.8243719523187314
case9,branch1_out,0.028753359738769607,21.383596836062157,47.50245731612438,True,5.089255431632198,True,True,1,19.810386699194833
case9,branch1_out,0.02203888278566598,15.120973959559212,4.908038727932751,True,1.311402379544311,False,True,1,3.145179074068293
case9,branch1_out,0.03491702083114584,18.158283463985313,10.635030153365003,True,1.503652490666222,False,True,1,6.4203812761354015
case9,branch1_out,0.02115973038224643,15.214742950975156,10.534668621263965,True,1.6986096850370682,False,True,1,4.957493998874181
case9,branch1_out,0.02291221094054701,22.43294126772839,5.995634635306886,True,3.243668355085603,False,True,1,7.513894695473381
case9,branch1_out,0.02793497862095655,12.381458591063451,2.992322519437603,False,1.3986494895835215,False,False,0,1.2181559492797105
case9,branch1_out,0.029517716316185244,11.575967189172895,3.758646378822677,False,0.8133659724259921,False,False,0,0.9282507027184487
case9,branch1_out,0.040405408757952815,45.58254832736042,46.455343818003115,True,3.2020396824904527,False,True,1,31.21828524557924
case9,branch1_out,0.03618167851280301,20.163876161061623,9.1007122760291,True,2.6087032035774436,False,True,1,7.18389240405503
case9,branch1_out,0.042559562811404675,22.565450330549815,6.926755740093023,True,2.7530780949673774,False,True,1,7.761367506296289
case9,branch1_out,0.03283277737868809,18.61016734002992,8.355205927010834,True,1.7860639762844153,False,True,1,6.018858243375094
case9,branch1_out,0.036151819453152045,48.832913789282074,37.7755418811963,True,4.745379182407698,True,True,1,30.548195295481463
case9,branch2_out,0.032200651768640905,22.708217293938066,12.795265951142145,True,2.8107575400410276,False,True,1,9.60483994031988
case9,branch2_out,0.027532293734482752,13.783833832303737,0.671912864012648,False,1.2673557253367154,False,True,0,1.2953880612192115
case9,branch2_out,0.024233895790710298,17.01318917574913,4.911938323529763,True,0.7656541486411254,False,True,1,3.9833069146617186
case9,branch2_out,0.016549796882457612,16.503885726685386,12.874473829989464,True,3.640703346734774,True,True,1,6.692425681686487
case9,branch2_out,0.024141816556568906,12.767226264611764,3.4257374234505273,False,1.1741162346549374,False,False,0,1.4961576062720279
case9,branch2_out,0.023436166202774535,12.783239717700953,2.6837200956766916,False,1.9974547433262422,False,False,0,1.4462268362187323
case9,branch2_out,0.030256525025667294,31.416567828725857,23.75779400574684,True,4.636480247291584,True,True,1,17.612918165545295
case9,branch2_out,0.0708602871131564,51.05178768503881,33.0797630572148,True,6.964775716076109,True,True,1,30.692777902899067
case9,branch2_out,0.038941961354343885,21.268025149335713,8.19315078692707,True,2.6753014840911242,False,True,1,7.477018107564202
case9,branch2_out,0.04498563919410462,24.93447647098608,29.040075319925503,True,4.365576434068517,True,True,1,15.902376118284394
case9,branch2_out,0.027779532296078803,20.176973000890904,29.869652057578083,True,2.9220830858016082,False,True,1,13.4837987348792
case9,branch2_out,0.03917172331549542,47.63403907394462,45.76087899350967,True,8.367905332397054,True,True,1,33.068864301504625
case9,branch2_out,0.046862723036154075,24.544649789565646,13.40234165564842,True,7.812085751109378,True,True,1,11.705444541699226
case9,branch2_out,0.04485253088317512,43.20502545980289,45.22101044179087,True,7.816240813001299,True,True,1,30.582064025038964
case9,branch2_out,0.04379524106939669,12.55901405316566,3.626630609520629,False,1.0758598383377953,False,False,0,1.4326681771065777
case9,branch2_out,0.05025761214366417,42.72738083020217,50.55484060434254,True,5.652850378816594,True,True,1,31.510712672167163
case9,branch2_out,0.0351446753420875,14.621924702119713,13.083395907412141,True,1.804134216832736,False,True,1,5.446807966650046
case9,branch2_out,0.036943751071430546,19.0614051810114,11.57848992345108,True,3.0044965721001744,False,True,1,7.455148881961058
case9,branch2_out,0.03143116044324578,16.45364183781509,5.80029676867842,True,2.9380032211954656,False,True,1,4.404510593750165
case9,branch2_out,0.03778768984141634,15.736759944173427,11.979447174182399,True,1.2679419896069786,False,True,1,5.565802522262828
case9,branch2_out,0.024011913811258945,13.239452523052076,1.772307062195875,False,1.2526859582229721,False,True,0,1.251955571829395
case9,branch2_out,0.026823254453732855,14.636308016320013,2.7973276656950348,False,1.4652945331317213,False,True,0,2.3004112144948614
case9,branch2_out,0.028982269507767406,14.206571285245449,3.7437698123335994,False,0.6026386309851753,False,True,0,2.196944312519839
case9,branch2_out,0.04400240105641384,40.28602308514971,47.74843037898032,True,5.737720894761154,True,True,1,29.46508483522118
case9,branch2_out,0.05035890267820485,30.00286711084028,46.46100427726894,True,6.092898318913629,True,True,1,24.00831450238355
case9,branch2_out,0.03161028321183045,17.648434191309942,12.129658236541403,True,2.6454235579950907,False,True,1,6.84219927821641
case9,branch2_out,0.05263195153374722,21.15096149100433,32.28819727184901,True,4.170481112896721,True,True,1,14.946036149636212
case9,branch2_out,0.03991918146040814,16.241839507719554,4.613846681998024,False,3.306818273232034,True,True,1,4.01643741310559
case9,branch2_out,0.024593749284719232,19.539188170293908,7.774478417313348,True,2.399599045521907,False,True,1,6.43185741944534
case9,branch2_out,0.026222143292837917,15.406462781364295,4.686428820786257,False,2.2732538391351333,False,True,0,3.4138108047450513
case9,branch2_out,0.03481085379443449,17.05526100948888,11.36722239246881,True,1.854806443332507,False,True,1,6.158758511151585
case9,branch2_out,0.03173522030593733,20.12959583570662,8.885622770155306,True,2.3273469542316554,False,True,1,7.045954139746233
case9,branch2_out,0.03180280572169861,14.701999100149413,4.110587404103083,False,1.6168424796473657,False,True,0,2.7575442672351045
case9,branch2_out,0.04197517322551977,51.835002372357685,21.957219518191177,True,6.596155960190553,True,True,1,27.673898233674308
case9,branch2_out,0.06313092457317585,25.3616119596889,42.032938192794575,True,7.200098024283638,True,True,1,20.58070704253955
case9,branch2_out,0.027979294151545743,22.570508305533487,13.065932803642175,True,7.97430099170461,True,True,1,10.649894192200318
case9,branch2_out,0.03828873169319099,34.33294366292124,49.725905745961136,True,4.854221525042122,True,True,1,26.905087860257385
case9,branch2_out,0.03044495342090675,22.950233172912373,8.557938177004086,True,3.745960073028819,False,True,1,8.641690054163178
case9,branch2_out,0.038470378808784005,35.37264346087032,20.81496453279911,True,7.159979219293408,True,True,1,19.212806934133575
case9,branch2_out,0.03430076198271505,19.337511038106413,9.616705404004684,True,2.0974703191608226,False,True,1,6.8232612040867755
case9,branch2_out,0.06105673099309031,47.256531215350094,17.401270027558848,True,4.8776537196519465,True,True,1,23.67417735987309
case9,branch2_out,0.041567196683233235,23.06874112860464,10.574863663242342,True,3.0695831103292193,True,True,1,9.170746285340867
case9,branch2_out,0.036945284938992906,16.944462627145754,9.499916957302252,True,2.395949891827044,False,True,1,5.651396379128961
case9,branch2_out,0.03313676097837749,19.312101784646647,6.917483228279193,True,1.765741291355642,False,True,1,5.93444411907821
case9,branch2_out,0.02449302642257924,22.83150747293498,10.52545507332026,True,1.3635388255442993,False,True,1,8.696098023572429
case9,branch2_out,0.03018470742544364,21.675805166529685,12.30122130427536,True,2.484443142262848,False,True,1,8.87515760300002
case9,branch2_out,0.03277928135180346,19.719820543301555,7.963646366330419,True,1.8754002524701054,False,True,1,6.474084232043924
case9,branch2_out,0.033523384414834635,15.723927704095725,7.300268352872709,True,1.4117241018131481,False,True,1,4.184389178272305
case9,branch2_out,0.031113148567184695,13.655932773314127,5.645386669496454,True,1.892233136011137,False,False,0,2.750029014708227
case9,branch2_out,0.034805404641551435,17.710337757234203,11.194364695150021,True,3.4378148397436354,False,True,1,6.7510412551108345
case9,branch2_out,0.029953901380636565,19.138642485828132,5.864417511022374,True,2.5431460341953613,False,True,1,5.687275703059851
case9,branch2_out,0.02535957173194215,12.217473614794475,1.378375886662369,False,1.8373964972343488,False,False,0,0.739728872842818
case9,branch2_out,0.018206553758501227,14.647098059349394,2.1863939966238397,False,1.4599475773431372,False,True,0,2.1214567441304766
case9,branch2_out,0.04503740801020541,36.62939236333385,27.40140986308865,True,6.857148616205297,True,True,1,21.756548863834578
case9,branch2_out,0.021877476760900606,17.02188946075246,4.017472690797253,False,1.5578959771905656,False,True,0,3.877765733053518
case9,branch2_out,0.026509979080104107,23.15476558003245,8.544711474413669,True,3.108162186870693,False,True,1,8.612428669714465
case9,branch2_out,0.023487054781370063,17.422317456244016,11.005700838005865,True,1.6521702885197274,False,True,1,6.193303037227713
case9,branch2_out,0.038885944715653833,42.32976436357782,11.896391714342263,True,2.2273169232887375,False,True,1,19.029263080749338
case9,branch2_out,0.037185765399801333,23.34797199877969,5.327579520384631,False,2.6371942548946414,False,True,0,7.6496987064841635
case9,branch2_out,0.02947912283072582,47.805883605567544,17.19544556253506,True,7.183474399844745,True,True,1,24.34827035151324
case9,branch3_out,0.043998901382247116,19.028729107804825,4.205756991953438,False,3.0499279637917223,False,True,0,5.236077244246788
case9,branch3_out,0.03458976854790924,17.491203806058458,7.796398908231262,True,2.536758467707314,False,True,1,5.4418732690400695
case9,branch3_out,0.03221758513571616,15.340320647824036,2.4255939476479553,False,2.091674364244655,False,True,0,2.666173381055336
case9,branch3_out,0.027150561691295795,13.727280498808918,5.0342668368620345,False,0.5149064524049625,False,True,0,2.326901590944062
case9,branch3_out,0.011669644180964708,14.503297007662182,3.9964251798698154,False,1.7312196807292781,False,True,0,2.6468199939378914
case9,branch3_out,0.04667203916048264,43.52043330578851,26.72941707278431,True,5.930123655679929,True,True,1,24.81506650586553
case9,branch3_out,0.03096051652052978,13.016847511202833,2.60851556699588,False,0.9717850805665762,False,False,0,1.3353354418134957
case9,branch3_out,0.023798915662499295,16.006002183466986,9.732899270009156,True,1.3727694337806478,False,True,1,5.047424759492369
case9,branch3_out,0.0629182105141553,45.314198417114746,32.72772750981241,True,8.404931041096956,True,True,1,28.00640366972049
case9,branch3_out,0.02480203670671042,19.369653948798373,11.912316092309025,True,1.3976144674775721,False,True,1,7.388044695587409
case9,branch3_out,0.035049068530376766,21.0733272483039,11.716152515962213,True,1.1224587200486236,False,True,1,8.126001122950338
case9,branch3_out,0.05182278125373655,42.796592295299725,36.88014367308808,True,7.979941965314019,True,True,1,27.908327642639087
case9,branch3_out,0.028418933980748393,18.16020917970782,8.231383572744656,True,3.1726176958533805,False,True,1,6.034043200847983
case9,branch3_out,0.04401942273301252,35.49312937746664,12.114709355854966,True,4.414188974895721,True,True,1,16.113815290468953
case9,branch3_out,0.029881986440836054,20.15111768403528,8.208440074062262,True,3.3939808982767783,False,True,1,7.0668870438916755
case9,branch3_out,0.02965580231286244,17.90965177479122,8.815841911968244,True,2.6880968891103527,False,True,1,5.987197838808154
case9,branch3_out,0.03805386179895898,47.883237526906015,37.6680589963668,True,5.338470545854817,True,True,1,30.159730571534013
case9,branch3_out,0.032877195362614235,15.082374450627505,2.837519920304155,False,1.0166873986118627,False,True,0,2.4457806811273715
case9,branch3_out,0.06100436503563545,38.01945964079434,12.443159229627296,True,4.517969111601813,True,True,1,17.49627141160572
case9,branch3_out,0.03449147762952533,48.22592989188652,43.81069369221606,True,6.553349467413781,True,True,1,32.416842947090835
case9,branch3_out,0.0532894618465143,24.79441213340454,27.180993768273503,True,6.2500818697592235,True,True,1,15.651520571136164
case9,branch3_out,0.05233918837302144,29.582693217773247,49.22285047599881,True,8.627739966234412,True,True,1,25.133749744933148
case9,branch3_out,0.033700166151189447,20.661417914445906,6.102085683169743,True,3.0915202448082084,False,True,1,6.6296387111355175
case9,branch3_out,0.03136466740703811,28.20319474071393,44.27882972873226,True,6.170564421911079,True,True,1,22.469359173358857
case9,branch3_out,0.025584650968935148,14.769495067077196,10.326617752782028,True,2.3920964333776253,False,True,1,4.811152146048732
case9,branch3_out,0.03186244019395235,17.342465213639315,12.842987371359174,True,2.778829411755569,False,True,1,6.929894700578523
case9,branch3_out,0.028557253983121613,46.93557215396502,22.443091329951933,True,8.18053437172864,True,True,1,25.686820350313816
case9,branch3_out,0.031943794209517595,20.527862257374398,7.002340100122737,True,1.6980650354077675,False,True,1,6.554246165805574
case9,branch3_out,0.05192103251890799,41.418911519838424,49.406837576609796,True,3.5937692723061008,True,True,1,30.100260887363373
case9,branch3_out,0.04112797066710425,16.60928765263626,13.436156988747292,True,2.429023882873822,False,True,1,6.671295699517083
case9,branch3_out,0.05602987515180734,23.581436867737754,34.18763170976353,True,6.966502772425258,True,True,1,17.290308501282986
case9,branch3_out,0.04134095232611777,24.913667950114355,21.604368687835457,True,4.445479670982513,True,True,1,13.677240515604318
case9,branch3_out,0.028962331273518004,22.11869140971727,8.82356858396242,True,3.0858083635133213,False,True,1,8.173577952750026
case9,branch3_out,0.02980386043260027,44.004448915781005,50.14255594173559,True,6.016422236276861,True,True,1,32.09827568766655
case9,branch3_out,0.03523146618785265,17.212022912621737,5.980480094877552,True,1.3556518078983308,False,True,1,4.521285846353801
case9,branch3_out,0.03773410684129067,23.378409272181557,4.320491057553254,False,1.4516421915147677,False,True,0,7.125680391659708
case9,branch3_out,0.031215373719932618,15.271436510929794,0.9409120839749598,False,1.314996127671324,False,True,0,2.0487174809991617
case9,branch3_out,0.02571925333745511,20.4861196054804,5.896890656267341,True,2.0451416973451715,False,True,1,6.271155339089436
case9,branch3_out,0.02000291230699116,17.56363640818564,6.602051257005811,True,3.317962554903902,False,True,1,5.276026092175344
case9,branch3_out,0.03359014053438096,14.07006782195585,2.2146628763470693,False,1.2784440902604999,False,False,0,1.8051215919341463
case9,branch3_out,0.03486392334903254,15.891013362702061,7.0470603410903685,True,2.3361867757155013,False,True,1,4.376862138821242
case9,branch3_out,0.03426154284454172,20.047513247042193,7.7411374975451865,True,3.3216849128532644,True,True,1,6.860434855355306
case9,branch3_out,0.01860752258873257,12.895582672621869,3.6320374191063958,False,1.2851655189400593,False,False,0,1.644435665830865
case9,branch3_out,0.060516141660884135,35.13037758675462,43.98525579868602,True,2.7271625117144436,False,True,1,25.156198035326007
case9,branch3_out,0.027652233332622893,14.444248546282317,1.5766703396140043,False,0.8354362981106652,False,False,0,1.7122126346474928
case9,branch3_out,0.02223590180824852,16.89680566043217,10.969743144017107,True,3.839828142983685,True,True,1,6.357291402017955
case9,branch3_out,0.02725502070516695,18.41289796667413,6.960592282712257,True,1.7586253545566,False,True,1,5.496351739062062
case9,branch3_out,0.023780011399527685,15.342691141491285,2.0353732936366895,False,1.0878190101664063,False,True,0,2.3495213608699306
case9,branch3_out,0.04096573453964034,44.37120828906445,38.31666865240991,True,3.6547030769470625,False,True,1,28.261545355644607
case9,branch3_out,0.02408214777159508,12.319056044967274,3.43176952252948,False,1.1561774318610647,False,False,0,1.2702943656146939
case9,branch3_out,0.05028680424325092,43.86595201759355,28.769609600297365,True,6.502922117855267,True,True,1,25.71444331245704
case9,branch3_out,0.03660262833349902,20.515986174995586,8.81349382286798,True,2.028127294659683,False,True,1,7.157666693290123
case9,branch3_out,0.034865940584552765,18.40813653214519,11.40176874920692,True,2.450388646089515,False,True,1,6.964676620052573
case9,branch3_out,0.019732746518977516,23.884906069805496,9.351796184843895,True,3.474826847118684,True,True,1,9.292957259779651
case9,branch3_out,0.02152136124704645,29.72330778665383,22.832716102952933,True,3.146733148118019,False,True,1,16.1908153538364
case9,branch3_out,0.02711893722702877,43.54476359886329,16.245548254066012,True,4.871974642266232,True,True,1,21.470441204104695
