case,attack,delta_v,nis,cusum_stat,cusum_alarm,jitter_z,jitter_detected,kalman_anomaly,consensus,threat_score
case9,branch3_out,0.03729534113769914,24.786625109581554,25.49703092719753,True,7.346880445066118,True,True,1,15.36179792196326
case9,branch3_out,0.057705311906185275,30.440098379221567,11.260987702242842,True,8.48028604803057,True,True,1,14.14440270988975
case9,branch3_out,0.054148503453452144,28.255910567616485,51.62219437059812,True,2.630910438349493,False,True,1,23.990795682657573
case9,branch3_out,0.024419533431613166,12.79117802390729,3.5726327770041975,False,0.657006477972111,False,False,0,1.4487801406493268
case9,branch3_out,0.0245328866528504,15.0971344826874,2.2712432833064393,False,1.1123593266110863,False,True,0,2.302412091657849
case9,branch3_out,0.020123027762009936,11.887214603057561,3.085131263159083,False,1.0923008034941912,False,False,0,0.9376068411753439
case9,branch3_out,0.0354443738417436,14.903788086585314,2.8086437665607495,False,1.6408456671733158,False,False,0,2.4726563066955447
case9,branch3_out,0.060266181602582354,25.972215813516513,32.561172538944035,True,4.4157619266585,True,True,1,17.487612053773166
case9,branch3_out,0.030043750269752208,14.059475634696872,2.566064455006951,False,0.5994334249511085,False,True,0,1.769443838840743
case9,branch3_out,0.04655494902413684,50.017186578695,16.42990495249528,True,7.965270179968493,True,True,1,25.38061881108978
case9,branch3_out,0.060649892573754347,32.26423682019974,18.22243778477195,True,6.729545104771025,True,True,1,16.79475876648566
case9,branch3_out,0.029777159856147307,32.97103860453717,37.38024143177061,True,6.7883489872911955,True,True,1,22.907261529258005
