case,attack,jitter_z
case9,branch2_out,1.2781983405733377
case9,branch2_out,8.247024208324648
case9,branch2_out,1.0951126357538956
case9,branch2_out,1.6318403761973654
case9,branch2_out,8.505755509763688
case9,branch2_out,3.751149101934141
case9,branch2_out,7.461634627917899
case9,branch2_out,5.493442275566637
case9,branch3_out,4.363648163835445
case9,branch3_out,7.686185099132291
case9,branch3_out,4.448623715127896
case9,branch3_out,3.254629653536586
case9,branch3_out,5.29062650110874
case9,branch3_out,1.8778772687323069
case9,branch3_out,5.894654366433325
case9,branch3_out,2.0121133606561346
case9,branch3_out,1.995193895710794
case9,branch3_out,6.406952520317584
case9,branch3_out,2.4234647127819824
case9,branch3_out,1.6934928282813468
case9,branch3_out,6.838048733648863
case9,branch3_out,2.6280326991229948
case9,branch3_out,3.851518836283154
case9,branch3_out,6.708511691986544
case9,branch3_out,2.9606923857821523
case9,branch3_out,3.276171766022223
case9,branch3_out,3.155957862811729
case9,branch3_out,6.24752512786343
case9,branch3_out,4.556808917464844
case9,branch3_out,2.01143997134674
case9,branch3_out,0.9642414314167942
case9,branch3_out,0.8794291747974441
case9,branch3_out,6.920977119080486
case9,branch3_out,2.687945480787487
case9,branch3_out,1.7561782912348165
case9,branch3_out,1.9537549384480517
case9,branch3_out,1.6637206393062431
case9,branch3_out,1.1744959898544172
case9,branch3_out,7.557774802814413
case9,branch3_out,8.630999524503085
case9,branch3_out,6.506825532303881
case9,branch3_out,6.4461398027425405
case9,branch3_out,1.1802692022157455
case9,branch3_out,2.248315571243048
case9,branch3_out,1.827756917441934
case9,branch3_out,4.588063796399945
case9,branch3_out,0.786169769864143
case9,branch3_out,2.025860095592394
case9,branch3_out,1.811313015149376
case9,branch3_out,6.024262677003714
case9,branch3_out,1.0072000721660346
case9,branch3_out,4.147275611302153
case9,branch3_out,3.022444185051505
case9,branch3_out,7.346880445066118
case9,branch3_out,8.48028604803057
case9,branch3_out,2.630910438349493
case9,branch3_out,0.657006477972111
case9,branch3_out,1.1123593266110865
case9,branch3_out,1.0923008034941912
case9,branch3_out,1.6408456671733158
case9,branch3_out,4.4157619266585
case9,branch3_out,0.5994334249511085
case9,branch3_out,7.965270179968493
case9,branch3_out,6.729545104771025
case9,branch3_out,6.788348987291196
case9,branch3_out,8.231172126569565
case9,branch3_out,1.7490900616325382
case9,branch3_out,8.278872481156005
case14,baseline,0.7747375635698687
case14,baseline,0.3919394854982649
case14,baseline,0.3533325824397874
case14,baseline,0.2990650406391268
case14,baseline,0.443209882098772
case14,baseline,0.651280665463728
case14,baseline,0.506363901821908
case14,baseline,0.5842178575705346
case14,baseline,0.7013276482496362
case14,baseline,0.0871402910165389
case14,baseline,0.9062210099599434
case14,baseline,-0.0363733539090935
case14,baseline,0.1023476040742064
case14,baseline,0.5663581461056856
case14,baseline,0.7464839697505288
case14,baseline,0.6505632034034352
case14,baseline,0.4226543984218139
case14,baseline,0.6044476650176749
case14,baseline,0.4304895118784625
case14,baseline,0.3173515522598985
case14,baseline,0.5207282001215402
case14,baseline,0.8540270713459456
case14,baseline,-0.0308253234314756
case14,baseline,0.3395106459154092
case14,baseline,0.4506197826513809
case14,baseline,0.0840361683938959
case14,baseline,0.4881181263204356
case14,baseline,0.5795325101344593
case14,baseline,0.4724187224760754
case14,baseline,0.3220845454473597
case14,baseline,0.3894673286481564
case14,baseline,0.619962172008911
case14,baseline,0.4852612001742214
case14,baseline,0.2983648513059206
case14,baseline,1.2107560420891543
case14,baseline,0.3562149296627065
case14,baseline,0.1284848744876564
case14,baseline,0.1074256656242162
case14,baseline,0.3243747823518336
case14,baseline,0.2940055585791208
case14,baseline,0.1892872478785746
case14,baseline,0.1798622682412501
case14,baseline,1.008627474403331
case14,baseline,0.0862496621121132
case14,baseline,0.3266867075310002
case14,baseline,0.5025342587732021
case14,baseline,0.1133200102282428
case14,baseline,0.6607111700043004
case14,baseline,0.4794441572919812
case14,baseline,0.7877736559707551
case14,baseline,0.4824427191238589
case14,baseline,0.0069936005123791
case14,baseline,0.3888693439302034
case14,baseline,0.8335270548045495
case14,baseline,0.7541824645686221
case14,baseline,0.1603748286591232
case14,baseline,0.8060744565746372
case14,baseline,0.7271619139755477
case14,baseline,0.4472369965617381
case14,baseline,0.6959690033159895
case14,branch1_out,6.9255392395836415
case14,branch1_out,4.298431822576823
case14,branch1_out,1.4014050615055174
case14,branch1_out,7.818530005150177
case14,branch1_out,7.241714656934856
case14,branch1_out,5.577298466981641
case14,branch1_out,3.5311699500877345
case14,branch1_out,3.760433852107485
case14,branch1_out,4.221529712828932
case14,branch1_out,1.9976205304266028
case14,branch1_out,6.934519687976128
case14,branch1_out,1.7286700970874742
case14,branch1_out,2.394666947950101
case14,branch1_out,2.105873302409193
case14,branch1_out,0.9825828131749336
case14,branch1_out,2.657855387132548
case14,branch1_out,1.251517277220238
case14,branch1_out,3.4990455096050352
case14,branch1_out,2.3599035081210773
case14,branch1_out,2.474387562557413
case14,branch1_out,2.9716803466337387
case14,branch1_out,5.5138023491754256
case14,branch1_out,2.3422734838457053
case14,branch1_out,3.508152028983001
case14,branch1_out,1.2281754830180345
case14,branch1_out,3.5883736924456158
case14,branch1_out,0.9240556120596144
case14,branch1_out,4.518619972559078
case14,branch1_out,2.3641991212201643
case14,branch1_out,3.00903850277841
case14,branch1_out,1.1608913099942149
case14,branch1_out,1.5780791071082427
case14,branch1_out,8.198008544472257
case14,branch1_out,3.1018585512432404
case14,branch1_out,1.267447013482322
case14,branch1_out,4.42787168062487
case14,branch1_out,5.91221312983956
case14,branch1_out,3.10272632323755
case14,branch1_out,1.733759861848153
case14,branch1_out,3.27993256529878
case14,branch1_out,6.262422119035154
case14,branch1_out,2.841523961141946
case14,branch1_out,6.86791122134963
case14,branch1_out,2.9392269699247504
case14,branch1_out,1.175035721947275
case14,branch1_out,3.649776281227826
case14,branch1_out,2.5032402788753045
case14,branch1_out,3.2292588877690647
case14,branch1_out,2.3093037746697163
case14,branch1_out,0.9082230494650306
case14,branch1_out,1.3497206658738272
case14,branch1_out,1.2283543154260963
case14,branch1_out,7.081946587623241
case14,branch1_out,6.5533001519301175
case14,branch1_out,1.766467488855311
case14,branch1_out,1.6480946126879985
case14,branch1_out,2.61349754864207
case14,branch1_out,0.9338392784739136
case14,branch1_out,1.947573319687284
case14,branch1_out,5.159694368553025
case14,branch2_out,6.67645652804018
case14,branch2_out,3.4709338823661544
case14,branch2_out,8.678399346908051
case14,branch2_out,3.062218293746841
case14,branch2_out,1.7233005952983635
case14,branch2_out,3.677513811992484
case14,branch2_out,2.718127169508001
case14,branch2_out,8.149492141257426
case14,branch2_out,1.099012785574456
case14,branch2_out,1.2813724716953403
case14,branch2_out,3.298405358468292
case14,branch2_out,1.136440496237399
case14,branch2_out,1.0087087898776712
case14,branch2_out,3.496990452408728
case14,branch2_out,2.440055776025246
case14,branch2_out,3.399988746244332
case14,branch2_out,1.1121056522609534
case14,branch2_out,1.2545455200627875
case14,branch2_out,7.257903303079208
case14,branch2_out,0.9384826161357144
case14,branch2_out,1.1172066836453165
case14,branch2_out,4.9284178705133295
case14,branch2_out,2.6868371500924755
case14,branch2_out,1.356153515708436
case14,branch2_out,1.2735834358658682
case14,branch2_out,1.712669961071312
case14,branch2_out,6.897032182266942
case14,branch2_out,6.428444987553202
case14,branch2_out,6.316231584488233
case14,branch2_out,3.8885159159186222
case14,branch2_out,8.014830318932143
case14,branch2_out,2.325804267768821
case14,branch2_out,2.182025723575837
case14,branch2_out,3.735994787559047
case14,branch2_out,1.5424545496991198
case14,branch2_out,1.681951977332311
case14,branch2_out,3.595134188071815
case14,branch2_out,2.672206847419897
case14,branch2_out,8.58989556317205
case14,branch2_out,4.63503179156061
case14,branch2_out,1.8221286135391708
case14,branch2_out,6.058001823390942
case14,branch2_out,3.951388979515102
case14,branch2_out,3.318105482536366
case14,branch2_out,1.0061504534136347
case14,branch2_out,5.47856533195896
case14,branch2_out,3.526078484854721
case14,branch2_out,4.940858521879223
case14,branch2_out,1.1673495553177495
case14,branch2_out,2.5093807414988545
case14,branch2_out,2.968052919563989
case14,branch2_out,1.1406250740249242
case14,branch2_out,2.3833421689086
case14,branch2_out,4.858290182354435
case14,branch2_out,4.890027313429508
case14,branch2_out,1.0961288773242328
case14,branch2_out,3.398329029753917
case14,branch2_out,0.9814133505042204
case14,branch2_out,7.0419459045850274
case14,branch2_out,2.417031536280306
case14,branch3_out,2.5953626049213194
case14,branch3_out,7.999509243558997
case14,branch3_out,2.9955244048499887
case14,branch3_out,3.6839826053342657
case14,branch3_out,0.8001332036026295
case14,branch3_out,2.0644844769107022
case14,branch3_out,1.708870371513883
case14,branch3_out,1.5883681165905983
case14,branch3_out,1.968805427126272
case14,branch3_out,2.785296114833275
case14,branch3_out,0.8237191612145841
case14,branch3_out,3.827532210928285
case14,branch3_out,1.947277299148208
case14,branch3_out,8.15261472919676
case14,branch3_out,1.9188405366847392
case14,branch3_out,2.589982348329689
case14,branch3_out,7.322775686584643
case14,branch3_out,2.6147927921836995
case14,branch3_out,2.4151679317106125
case14,branch3_out,4.560133039018841
case14,branch3_out,5.005556847657368
case14,branch3_out,0.9675972313369656
case14,branch3_out,7.879632452674681
case14,branch3_out,3.015774803378706
case14,branch3_out,1.3045202103334823
case14,branch3_out,0.7417976531287003
case14,branch3_out,4.310162542834086
case14,branch3_out,7.758945213004489
case14,branch3_out,3.99106236220376
case14,branch3_out,3.519100743931813
case14,branch3_out,3.0463428858553963
case14,branch3_out,2.629080847686273
case14,branch3_out,6.746146655205228
case14,branch3_out,6.046455691582737
case14,branch3_out,3.423939079738781
case14,branch3_out,1.1418271938927518
case14,branch3_out,5.370244944867285
case14,branch3_out,7.735550063854873
case14,branch3_out,2.680139009241237
case14,branch3_out,1.5430068895510032
case14,branch3_out,5.9040442179726345
case14,branch3_out,2.9972884877015686
case14,branch3_out,2.1410012835481025
case14,branch3_out,1.496095980660746
case14,branch3_out,6.993290183783688
case14,branch3_out,7.518989343712305
case14,branch3_out,3.616853039278401
case14,branch3_out,3.518374815937244
case14,branch3_out,2.6315725466610846
case14,branch3_out,2.1586777567370232
case14,branch3_out,2.6132542843697526
case14,branch3_out,1.5947286841922237
case14,branch3_out,6.397144716922187
case14,branch3_out,1.702521802363817
case14,branch3_out,5.232546369447241
case14,branch3_out,0.8971220238985239
case14,branch3_out,0.8129878923217287
case14,branch3_out,0.8557325916453546
case14,branch3_out,7.584222875392903
case14,branch3_out,0.6213303314363589
case30,baseline,0.2200064018437054
case30,baseline,0.5687256555955511
case30,baseline,0.3935543299362571
case30,baseline,0.2710419505709256
case30,baseline,0.3253911364271898
case30,baseline,0.5936687788384882
case30,baseline,0.1782627735509011
case30,baseline,0.6875099236507787
case30,baseline,0.6315693390575797
case30,baseline,0.6963759607028829
case30,baseline,0.4066195813761718
case30,baseline,0.3329989463261508
case30,baseline,0.4782091046526321
case30,baseline,0.3615179169505825
case30,baseline,0.1396129601341818
case30,baseline,0.6122183150187516
case30,baseline,0.1062245882687304
case30,baseline,0.3160249895703126
case30,baseline,0.8961752296940693
case30,baseline,0.5912031664034891
case30,baseline,0.5220001094327829
case30,baseline,0.5860341495565116
case30,baseline,0.4101286389789008
case30,baseline,0.6767038922619788
case30,baseline,0.3859031724804896
case30,baseline,0.449869976695801
case30,baseline,0.91537001773893
case30,baseline,0.232011270253071
case30,baseline,0.7816537384175758
case30,baseline,0.469736150325715
case30,baseline,0.6123611559449823
case30,baseline,0.7416926977579005
case30,baseline,0.9072094398948962
case30,baseline,0.1194445859564001
case30,baseline,-0.0392496277855705
case30,baseline,0.0850597570626457
case30,baseline,0.5269248611138211
case30,baseline,0.8923810888843253
case30,baseline,0.6305671839901736
case30,baseline,0.3072830821287951
case30,baseline,0.992169960190323
case30,baseline,0.598443346110609
case30,baseline,0.3473961565393184
case30,baseline,0.5446532136286069
case30,baseline,0.5456576603730824
case30,baseline,0.9531798589894772
case30,baseline,0.222525213016458
case30,baseline,0.505760677087597
case30,baseline,0.8149569634173196
case30,baseline,0.5016401079547715
case30,baseline,0.2143675996268877
case30,baseline,0.8621608261363881
case30,baseline,0.6257611123909336
case30,baseline,0.4382885969228549
case30,baseline,0.2303166552887559
case30,baseline,0.5332421866005833
case30,baseline,-0.0041762936741543
case30,baseline,0.3252450183365396
case30,baseline,0.4442008342161456
case30,baseline,0.1301216039049587
case30,branch1_out,2.9778001944002934
case30,branch1_out,4.71501426822516
case30,branch1_out,2.5423023855114555
case30,branch1_out,1.6507981941108865
case30,branch1_out,4.882988520230563
case30,branch1_out,1.6165813898478498
case30,branch1_out,2.725441868969421
case30,branch1_out,6.572649477189639
case30,branch1_out,2.147990237631745
case30,branch1_out,3.056117493121045
case30,branch1_out,2.047487393758617
case30,branch1_out,2.769846821410096
case30,branch1_out,3.4776882942283454
case30,branch1_out,1.029980060562819
case30,branch1_out,1.0089058342548238
case30,branch1_out,4.043085857801264
case30,branch1_out,4.2727143352034975
case30,branch1_out,1.6533980360582106
case30,branch1_out,4.522905911215012
case30,branch1_out,8.12559123478011
case30,branch1_out,4.199019456823726
case30,branch1_out,4.734551681232658
case30,branch1_out,1.6260939711800615
case30,branch1_out,2.4177539377680826
case30,branch1_out,2.0864365562165954
case30,branch1_out,6.54558482892117
case30,branch1_out,2.715987069512977
case30,branch1_out,5.839142595151143
case30,branch1_out,3.116135817812716
case30,branch1_out,5.124813267565318
case30,branch1_out,3.3069212954648664
case30,branch1_out,3.578338136106574
case30,branch1_out,2.556787603476899
case30,branch1_out,1.4835940820411442
case30,branch1_out,2.463907665429694
case30,branch1_out,0.7541618208091398
case30,branch1_out,1.2962540699875305
case30,branch1_out,7.830812037642428
case30,branch1_out,1.1416553376889198
case30,branch1_out,8.215534439418478
case30,branch1_out,3.819356804636608
case30,branch1_out,8.132690637175783
case30,branch1_out,2.58063569988643
case30,branch1_out,4.474004661630683
case30,branch1_out,6.119551653620293
case30,branch1_out,3.5972829998723603
case30,branch1_out,2.5024953805697305
case30,branch1_out,3.2399861976606497
case30,branch1_out,1.6571787628269936
case30,branch1_out,3.502815343592272
case30,branch1_out,2.6549919642929023
case30,branch1_out,5.6595513493794245
case30,branch1_out,6.410932480769209
case30,branch1_out,1.1830009116891338
case30,branch1_out,2.760946689193583
case30,branch1_out,1.2443008327126652
case30,branch1_out,5.413753265542461
case30,branch1_out,0.5900645576431705
case30,branch1_out,1.690251038946618
case30,branch1_out,3.701868313553397
case30,branch2_out,1.9937700959423488
case30,branch2_out,7.997744004445875
case30,branch2_out,6.185694206941545
case30,branch2_out,0.6376332269247992
case30,branch2_out,2.58565153703425
case30,branch2_out,0.6545837383467886
case30,branch2_out,1.3858556747212605
case30,branch2_out,1.3691710681487956
case30,branch2_out,1.4507943208448388
case30,branch2_out,7.788003258516768
case30,branch2_out,0.7257433130403681
case30,branch2_out,5.2208197959204
case30,branch2_out,7.150467623937496
case30,branch2_out,3.4767363177893
case30,branch2_out,4.699702505153543
case30,branch2_out,1.3187449222898775
case30,branch2_out,3.182959797926214
case30,branch2_out,1.83948558287006
case30,branch2_out,3.343694615962504
case30,branch2_out,2.4232688774988285
case30,branch2_out,1.52525723040983
case30,branch2_out,6.341445682248285
case30,branch2_out,1.835060086194632
case30,branch2_out,3.461923078336584
case30,branch2_out,5.785253853743012
case30,branch2_out,2.9822799394927597
case30,branch2_out,7.004891220012082
case30,branch2_out,8.468046449141715
case30,branch2_out,3.220799561334008
case30,branch2_out,7.960208582958296
case30,branch2_out,5.708317834285509
case30,branch2_out,5.470007347704111
case30,branch2_out,3.104013614750568
case30,branch2_out,1.995668311469959
case30,branch2_out,1.0862342129082505
case30,branch2_out,5.038422687818141
case30,branch2_out,1.156985849904396
case30,branch2_out,7.894958436006238
case30,branch2_out,3.379335865390031
case30,branch2_out,7.768534705288274
case30,branch2_out,1.322288347766953
case30,branch2_out,1.3741648646967588
case30,branch2_out,7.68531157299978
case30,branch2_out,6.480197944097411
case30,branch2_out,2.6913291225269544
case30,branch2_out,2.7070397370146284
case30,branch2_out,1.54959928426836
case30,branch2_out,2.1482288272793792
case30,branch2_out,5.093098957345978
case30,branch2_out,1.6501723960777988
case30,branch2_out,8.068103582610961
case30,branch2_out,1.0847741567596767
case30,branch2_out,3.226352381389763
case30,branch2_out,2.497260650472572
case30,branch2_out,1.611385192967357
case30,branch2_out,8.322952630759394
case30,branch2_out,3.461665374402171
case30,branch2_out,3.138314608636758
case30,branch2_out,2.675129448366329
case30,branch2_out,4.128265041232053
case30,branch3_out,3.5569920152245444
case30,branch3_out,6.305801915015555
case30,branch3_out,3.185342111789208
case30,branch3_out,3.211106792771164
case30,branch3_out,1.2545194494681566
case30,branch3_out,2.203960056004826
case30,branch3_out,7.641258267515306
case30,branch3_out,0.5904843217378607
case30,branch3_out,3.7233175381289967
case30,branch3_out,4.717989317361231
case30,branch3_out,1.1348907317358647
case30,branch3_out,7.305963098987866
case30,branch3_out,2.964154500626081
case30,branch3_out,1.4404519959707336
case30,branch3_out,5.790706553361698
case30,branch3_out,1.435404012233883
case30,branch3_out,0.9251332606012008
case30,branch3_out,3.5514767188804224
case30,branch3_out,4.170033832967127
case30,branch3_out,2.788580006357986
case30,branch3_out,1.105405442087105
case30,branch3_out,6.858745641822583
case30,branch3_out,2.695595156290269
case30,branch3_out,1.5204586171880643
case30,branch3_out,0.3803585834766308
case30,branch3_out,2.8108902930681574
case30,branch3_out,2.7899060306032832
case30,branch3_out,1.215916699336952
case30,branch3_out,1.324659006378053
case30,branch3_out,7.628522063325261
case30,branch3_out,5.221278383946111
case30,branch3_out,2.804629487712944
case30,branch3_out,5.044216947115882
case30,branch3_out,7.361949981848213
case30,branch3_out,2.942529507452716
case30,branch3_out,0.5936286806645603
case30,branch3_out,1.473943171577224
case30,branch3_out,3.802216073959096
case30,branch3_out,2.83471581289778
case30,branch3_out,0.7284537957771309
case30,branch3_out,1.7386425213025003
case30,branch3_out,2.50567067077628
case30,branch3_out,2.014014263973844
case30,branch3_out,3.4364027526233376
case30,branch3_out,5.477729289613513
case30,branch3_out,2.0224409241460024
case30,branch3_out,3.021439777214832
case30,branch3_out,3.27304804084392
case30,branch3_out,1.1302549144706968
case30,branch3_out,5.563957482960944
case30,branch3_out,1.8968977428933944
case30,branch3_out,1.7028859417156517
case30,branch3_out,1.7054248156446794
case30,branch3_out,1.6334339171161374
case30,branch3_out,3.4157800089707733
case30,branch3_out,2.625113387317818
case30,branch3_out,1.099639282556372
case30,branch3_out,1.9367782257096609
case30,branch3_out,2.565785498645582
case30,branch3_out,4.414315532966389
case118,baseline,0.86594406634892
case118,baseline,0.5212041517557496
case118,baseline,0.4245672269444654
case118,baseline,0.5692343562330808
case118,baseline,0.627331078435832
case118,baseline,0.0953656232225043
case118,baseline,0.9305279567939148
case118,baseline,0.4315278763996449
case118,baseline,0.1831633668245128
case118,baseline,0.5883575287758789
case118,baseline,0.2455524593329865
case118,baseline,0.4628461106100871
case118,baseline,0.627359456152512
case118,baseline,0.7975361798009751
case118,baseline,1.0523915454309762
case118,baseline,0.6326384394099053
case118,baseline,0.7009939246683452
case118,baseline,0.5898331539558486
case118,baseline,0.484629820720208
case118,baseline,0.0222267230997005
case118,baseline,0.371835263012185
case118,baseline,0.4531641684068642
case118,baseline,0.4152528273981274
case118,baseline,0.7002838750616591
case118,baseline,0.3066564134075275
case118,baseline,0.8457752929891942
case118,baseline,0.4280020776313484
case118,baseline,1.0692329332839534
case118,baseline,0.1930444915867562
case118,baseline,0.361543397530548
case118,baseline,0.413144812864662
case118,baseline,0.4611391139931609
case118,baseline,0.1162893366161813
case118,baseline,0.1479186291636485
case118,baseline,0.0084647036390926
case118,baseline,0.3107870632345876
case118,baseline,0.448209444935524
case118,baseline,0.5102012179511958
case118,baseline,0.4384397440463236
case118,baseline,0.4200717591280815
case118,baseline,0.6139999648779233
case118,baseline,0.0267099144836081
case118,baseline,0.4236694852043133
case118,baseline,0.7366008017540694
case118,baseline,0.5779490200746639
case118,baseline,0.271089896743656
case118,baseline,0.7578541118041933
case118,baseline,0.5158112179085275
case118,baseline,-0.0009716906965389
case118,baseline,0.1222143249235209
case118,baseline,0.5674714893783608
case118,baseline,0.9726111681921203
case118,baseline,0.4055137896610857
case118,baseline,0.4736428946463069
case118,baseline,0.1253094996834816
case118,baseline,0.5189863110732355
case118,baseline,0.7634403427371276
case118,baseline,0.4846479082726121
case118,baseline,0.670509425747482
case118,baseline,0.9068842608979936
case118,branch1_out,7.972653586066962
case118,branch1_out,1.714877481545907
case118,branch1_out,4.508554262053103
case118,branch1_out,3.634660777353139
case118,branch1_out,2.3309558890359443
case118,branch1_out,3.5904794550483814
case118,branch1_out,1.502275858489548
case118,branch1_out,6.373432669081068
case118,branch1_out,2.114035501601991
case118,branch1_out,2.4239950465022506
case118,branch1_out,1.4881557586623009
case118,branch1_out,1.3618008499903889
case118,branch1_out,1.0320579893799495
case118,branch1_out,4.848331151374841
case118,branch1_out,7.86869776510868
case118,branch1_out,2.425329579443241
case118,branch1_out,6.523733568742007
case118,branch1_out,6.440365608670625
case118,branch1_out,2.065495139572404
case118,branch1_out,1.15414408578634
case118,branch1_out,2.315422205860023
case118,branch1_out,1.3838996781491495
case118,branch1_out,3.887635495883038
case118,branch1_out,1.033397600562217
case118,branch1_out,2.851226169946637
case118,branch1_out,5.503924112610721
case118,branch1_out,1.2429324795623928
case118,branch1_out,2.137396748900012
case118,branch1_out,7.795270423219934
case118,branch1_out,0.642136445611288
case118,branch1_out,6.783703585000545
case118,branch1_out,2.168828872874053
case118,branch1_out,2.191096610995592
case118,branch1_out,1.670940655394205
case118,branch1_out,1.4179834918898373
case118,branch1_out,7.570235750330232
case118,branch1_out,2.570466606615024
case118,branch1_out,6.396069754775626
case118,branch1_out,1.708470173737201
case118,branch1_out,8.291056825048964
case118,branch1_out,2.8297803470117624
case118,branch1_out,5.109200544295287
case118,branch1_out,6.146545240687313
case118,branch1_out,4.092715366265057
case118,branch1_out,0.9112878443207192
