case,attack,threat_score
case9,branch1_out,4.566755762614168
case9,branch1_out,7.459839607159971
case9,branch1_out,5.778691511036475
case9,branch1_out,28.86856475524237
case9,branch1_out,2.912492093927274
case9,branch1_out,25.15993791205939
case9,branch1_out,23.71296802437414
case9,branch1_out,24.049058295318822
case9,branch1_out,5.48069931980595
case9,branch1_out,9.165102113703991
case9,branch1_out,2.7481598269788354
case9,branch1_out,7.220258395762362
case9,branch1_out,5.467572196646419
case9,branch1_out,25.643607772707792
case9,branch1_out,6.027741959941055
case9,branch1_out,25.748914533092133
case9,branch1_out,27.012049715668667
case9,branch1_out,21.204237511299866
case9,branch1_out,8.830808065146057
case9,branch1_out,9.49572746150272
case9,branch1_out,18.01620715584924
case9,branch1_out,3.627180633719072
case9,branch1_out,2.454855320693645
case9,branch1_out,18.9178769932141
case9,branch1_out,9.115376307217272
case9,branch1_out,23.57876281367392
case9,branch1_out,23.96001807407811
case9,branch1_out,14.40588780320826
case9,branch1_out,5.035596542390496
case9,branch1_out,34.99265281989199
case9,branch1_out,20.68564602454132
case9,branch1_out,13.607778191846158
case9,branch1_out,5.137878539454159
case9,branch1_out,3.467063534329089
case9,branch1_out,6.015001320360958
case9,branch1_out,18.047621783881823
case9,branch1_out,24.97456522400198
case9,branch1_out,8.127076176435095
case9,branch1_out,9.57054360014344
case9,branch1_out,13.12531985006792
case9,branch1_out,4.499421271977436
case9,branch1_out,2.435807838892158
case9,branch1_out,7.674084149951938
case9,branch2_out,3.8409075430678863
case9,branch2_out,5.497570939712827
case9,branch2_out,9.868594226424356
case9,branch2_out,8.04280215284593
case9,branch2_out,3.8018252642144335
case9,branch2_out,4.527061370557231
case9,branch2_out,25.52085674771624
case9,branch2_out,26.178334149276235
case9,branch2_out,7.047266068094094
case9,branch2_out,14.955544621272336
case9,branch2_out,2.41251810128996
case9,branch2_out,14.98948664114251
case9,branch2_out,31.524859653030727
case9,branch2_out,8.09380317046742
case9,branch2_out,7.134463647243834
case9,branch2_out,6.479389678570987
case9,branch2_out,24.4112455900034
case9,branch2_out,20.916419165005028
case9,branch2_out,6.961766710736269
case9,branch2_out,31.668221720631934
case9,branch2_out,3.900041477743784
case9,branch2_out,30.630395342115747
case9,branch2_out,7.153474252457541
case9,branch2_out,7.186703783467927
case9,branch2_out,2.265806213782521
case9,branch2_out,4.750596474174778
case9,branch2_out,2.1567408873256526
case9,branch2_out,13.714882241776516
case9,branch2_out,13.37213008008127
case9,branch2_out,6.289038186764905
case9,branch2_out,4.896701505083319
case9,branch2_out,5.0860362265327685
case9,branch2_out,24.934681138022366
case9,branch2_out,23.64409733181106
case9,branch2_out,5.735582008013929
case9,branch2_out,2.6701913825561605
case9,branch2_out,15.312662624268178
case9,branch2_out,1.3413423497503163
case9,branch2_out,24.343114676693105
case9,branch2_out,8.359523152683385
case9,branch2_out,2.320265069675932
case9,branch2_out,5.182205548436784
case9,branch2_out,5.8361212749638405
case9,branch2_out,20.44553956975262
case9,branch2_out,2.1598736925473068
case9,branch2_out,28.722752497825503
case9,branch2_out,1.588854316188687
case9,branch2_out,22.15663891493307
case9,branch2_out,4.010186001462792
case9,branch2_out,11.805413583630628
case9,branch2_out,17.927336765514802
case9,branch2_out,28.347527958880995
case9,branch2_out,1.3811238200896438
case9,branch2_out,19.65972734579076
case9,branch2_out,4.102314544131792
case9,branch2_out,4.551250599692007
case9,branch2_out,25.75049415714186
case9,branch2_out,21.479605902355598
case9,branch2_out,34.57213275564408
case9,branch2_out,20.33865467678124
case9,branch3_out,25.38284010313097
case9,branch3_out,24.847046085338235
case9,branch3_out,19.149091120386423
case9,branch3_out,9.132940157056373
case9,branch3_out,30.023542468521608
case9,branch3_out,1.529452305522638
case9,branch3_out,17.35706538558088
case9,branch3_out,7.523132816690792
case9,branch3_out,5.29743818824443
case9,branch3_out,25.221986204028827
case9,branch3_out,8.617991945894255
case9,branch3_out,7.647416750748608
case9,branch3_out,14.940129560775215
case9,branch3_out,5.428465212340184
case9,branch3_out,6.717485192178412
case9,branch3_out,24.519066942754183
case9,branch3_out,5.165067687179338
case9,branch3_out,6.052720073295613
case9,branch3_out,9.038674269306632
case9,branch3_out,23.022803096719777
case9,branch3_out,18.42289290598119
case9,branch3_out,6.873541664337218
case9,branch3_out,1.5931128440963662
case9,branch3_out,1.684291995859989
case9,branch3_out,27.6645891308366
case9,branch3_out,8.968521184227972
case9,branch3_out,7.630160874898956
case9,branch3_out,5.152358065975679
case9,branch3_out,3.017338004862427
case9,branch3_out,3.1589134930652234
case9,branch3_out,28.05733658269994
case9,branch3_out,19.66556184951065
case9,branch3_out,25.09961801019202
case9,branch3_out,17.481065424690215
case9,branch3_out,4.156795173016814
case9,branch3_out,6.266902186755253
case9,branch3_out,5.6218772089798295
case9,branch3_out,14.541739338887218
case9,branch3_out,0.7446401579487203
case9,branch3_out,7.042689706442319
case9,branch3_out,7.1726429686234265
case9,branch3_out,34.097598907747816
case9,branch3_out,1.099804995148691
case9,branch3_out,14.351473139598374
case9,branch3_out,8.127007316834147
case9,branch3_out,15.36179792196326
case9,branch3_out,14.14440270988975
case9,branch3_out,23.990795682657573
case9,branch3_out,1.4487801406493268
case9,branch3_out,2.302412091657849
case9,branch3_out,0.937606841175344
case9,branch3_out,2.4726563066955447
case9,branch3_out,17.487612053773166
case9,branch3_out,1.769443838840743
case9,branch3_out,25.38061881108978
case9,branch3_out,16.79475876648566
case9,branch3_out,22.907261529258005
case9,branch3_out,24.98239232051168
case9,branch3_out,2.353958508554213
case9,branch3_out,20.42623916505243
case14,baseline,1.124749010388628
case14,baseline,0.0
case14,baseline,0.0
case14,baseline,0.0
case14,baseline,0.1427408623819746
case14,baseline,0.0302561330927455
case14,baseline,0.4918736036076995
case14,baseline,0.0526393716534401
case14,baseline,0.3268335490568894
case14,baseline,0.2208237681626617
case14,baseline,0.3212806501786245
case14,baseline,0.5154768418116377
case14,baseline,0.3194702037866304
case14,baseline,0.0719626803352727
case14,baseline,0.0492967939501057
case14,baseline,0.0721583622570491
case14,baseline,0.0
case14,baseline,0.7143543870289858
case14,baseline,0.0
case14,baseline,0.0131194817977224
case14,baseline,0.515120961089067
case14,baseline,0.7778564043075299
case14,baseline,0.7136288436091542
case14,baseline,0.5286445548014296
case14,baseline,0.1938912445569718
case14,baseline,1.4883026394887793
case14,baseline,0.1147215925742717
case14,baseline,0.0159065020268918
case14,baseline,0.2540878694783073
case14,baseline,0.1532518147240366
case14,baseline,0.0
case14,baseline,0.2807816676910807
case14,baseline,0.1617284558061138
case14,baseline,0.4727110792489926
case14,baseline,0.1421512084178308
case14,baseline,0.008748815610487
case14,baseline,0.3110463410623332
case14,baseline,0.2044401405641549
case14,baseline,0.0
case14,baseline,0.0
case14,baseline,1.52384725777918
case14,baseline,0.0180918567188761
case14,baseline,0.2187674375307224
case14,baseline,0.0
case14,baseline,0.0447276728680341
case14,baseline,0.4823542153065198
case14,baseline,0.5770514933211714
case14,baseline,0.0886821566257018
case14,baseline,0.6228017488287456
case14,baseline,0.3147459571746123
case14,baseline,0.0
case14,baseline,0.3297328634469629
case14,baseline,0.5275332189361106
case14,baseline,0.7423920744342473
case14,baseline,0.3978989222216411
case14,baseline,0.2511198958067511
case14,baseline,0.4327555937942772
case14,baseline,0.6011107612975354
case14,baseline,0.3040352962885535
case14,baseline,0.1309338654496484
case14,branch1_out,33.122145816275605
case14,branch1_out,20.154635440898144
case14,branch1_out,2.168135860059267
case14,branch1_out,19.134362992387945
case14,branch1_out,25.08005521216212
case14,branch1_out,18.81714447750235
case14,branch1_out,3.545676515579702
case14,branch1_out,20.99910612206377
case14,branch1_out,13.482409682252188
case14,branch1_out,4.434799235763875
case14,branch1_out,25.94916112417454
case14,branch1_out,7.376204201736568
case14,branch1_out,8.26849686562198
case14,branch1_out,6.718384232242853
case14,branch1_out,2.400376893653936
case14,branch1_out,8.885257863102332
case14,branch1_out,1.5720209221460533
case14,branch1_out,9.10989240697178
case14,branch1_out,5.400849218948423
case14,branch1_out,5.089238470230019
case14,branch1_out,20.887823836712645
case14,branch1_out,15.004968716688118
case14,branch1_out,7.240734216270028
case14,branch1_out,3.4071136081717928
case14,branch1_out,2.083836817689488
case14,branch1_out,18.12743848283847
case14,branch1_out,2.7360776259194663
case14,branch1_out,17.257844618612683
case14,branch1_out,6.693726687396776
case14,branch1_out,7.136010986131094
case14,branch1_out,2.1652014269722075
case14,branch1_out,1.2290125871408475
case14,branch1_out,27.931536150288707
case14,branch1_out,4.469582242982697
case14,branch1_out,7.186611531142324
case14,branch1_out,33.53765731755153
case14,branch1_out,24.1131546348924
case14,branch1_out,5.908041753826122
case14,branch1_out,6.981908485936505
case14,branch1_out,19.877674763966624
case14,branch1_out,27.487588138223515
case14,branch1_out,20.594846579582985
case14,branch1_out,35.2727428532233
case14,branch1_out,17.235086340934732
case14,branch1_out,2.1161928945438926
case14,branch1_out,19.822258481041494
case14,branch1_out,5.561742525258351
case14,branch1_out,5.126433483117244
case14,branch1_out,5.986006831608686
case14,branch1_out,2.9043644935668267
case14,branch1_out,1.6120841638992125
case14,branch1_out,1.2879868295514372
case14,branch1_out,17.478344919264714
case14,branch1_out,17.40775733026901
case14,branch1_out,7.862948399678583
case14,branch1_out,7.486265134015388
case14,branch1_out,8.352821159310913
case14,branch1_out,1.7938379404497589
case14,branch1_out,6.120149860737995
case14,branch1_out,22.74773205699176
case14,branch2_out,24.389706547603744
case14,branch2_out,6.5700240291901055
case14,branch2_out,16.925145683666805
case14,branch2_out,8.400520873731603
case14,branch2_out,4.889440071622945
case14,branch2_out,5.781974843131767
case14,branch2_out,7.16425957847105
case14,branch2_out,27.652225851115382
case14,branch2_out,2.430203239388804
case14,branch2_out,0.8961967646940338
case14,branch2_out,27.62467549513601
case14,branch2_out,1.7677091863470824
case14,branch2_out,3.2531068130622858
case14,branch2_out,28.813266481883385
case14,branch2_out,5.366999416258531
case14,branch2_out,30.03116956829068
case14,branch2_out,2.0584611784394964
case14,branch2_out,5.258375953519978
case14,branch2_out,17.049589215371526
case14,branch2_out,1.331265822549884
case14,branch2_out,1.543052551419701
case14,branch2_out,9.043564907680874
case14,branch2_out,2.472837733825179
case14,branch2_out,6.592171262986772
case14,branch2_out,1.251095992757131
case14,branch2_out,8.121803474195211
case14,branch2_out,15.696943973756063
case14,branch2_out,24.74528467372965
case14,branch2_out,20.895598890164766
case14,branch2_out,4.661743413617159
case14,branch2_out,28.206634152567734
case14,branch2_out,5.72217937041502
case14,branch2_out,6.338378339608309
case14,branch2_out,19.1965101391614
case14,branch2_out,1.7492416939472062
case14,branch2_out,1.6391836140851752
case14,branch2_out,8.491645799307877
case14,branch2_out,26.81810858385728
case14,branch2_out,18.54136304839515
case14,branch2_out,16.737096732240083
case14,branch2_out,3.617079514186741
case14,branch2_out,18.141311967008946
case14,branch2_out,19.97079711365998
case14,branch2_out,5.823194472754089
case14,branch2_out,2.659884098780623
case14,branch2_out,28.169410418946
case14,branch2_out,19.42195957669874
case14,branch2_out,20.52749023589363
case14,branch2_out,1.552418137936755
case14,branch2_out,4.031509217982933
case14,branch2_out,28.79032108788252
case14,branch2_out,1.5284757230219423
case14,branch2_out,5.655940089759435
case14,branch2_out,19.961885731772387
case14,branch2_out,26.507549672305668
case14,branch2_out,2.2327012848375256
case14,branch2_out,27.17681053281285
case14,branch2_out,5.384247932965383
case14,branch2_out,18.265450118892595
case14,branch2_out,7.943371974069164
case14,branch3_out,4.963642462081648
case14,branch3_out,24.321305400081748
case14,branch3_out,29.15494288359991
case14,branch3_out,26.50350216845476
case14,branch3_out,2.052375079886071
case14,branch3_out,6.8884904250505326
case14,branch3_out,7.552931335961376
case14,branch3_out,1.5082979474976042
case14,branch3_out,1.82109354523507
case14,branch3_out,6.845686888773125
case14,branch3_out,2.169206280767137
case14,branch3_out,25.69994313279636
case14,branch3_out,6.710487074450788
case14,branch3_out,18.312802916176885
case14,branch3_out,4.204078426436436
case14,branch3_out,6.41277900918714
case14,branch3_out,12.351053065046967
case14,branch3_out,7.356301086705684
case14,branch3_out,8.277738107199209
case14,branch3_out,33.992653351428125
case14,branch3_out,26.773581258062418
case14,branch3_out,1.7312298067604053
case14,branch3_out,18.7261530766466
case14,branch3_out,7.095151111844784
case14,branch3_out,2.013582350167988
case14,branch3_out,1.7850790186128578
case14,branch3_out,24.31919479997048
case14,branch3_out,33.17880790689287
case14,branch3_out,29.221270970939266
case14,branch3_out,19.29903340562894
case14,branch3_out,6.641363572019747
case14,branch3_out,7.250479746778236
case14,branch3_out,29.986313818693123
case14,branch3_out,17.622721006793736
case14,branch3_out,17.607015250202068
case14,branch3_out,3.776904711438231
case14,branch3_out,19.753035210706983
case14,branch3_out,18.68697973397081
case14,branch3_out,6.291984742453879
case14,branch3_out,7.039463701820607
case14,branch3_out,20.245712720570737
case14,branch3_out,8.471386542097084
case14,branch3_out,7.544147853435384
case14,branch3_out,5.04640085113102
case14,branch3_out,21.89792138557495
case14,branch3_out,14.90724286631352
case14,branch3_out,8.121672424904729
case14,branch3_out,17.022018717411417
case14,branch3_out,7.900813628852182
case14,branch3_out,9.52382345750861
case14,branch3_out,8.39153200579583
case14,branch3_out,5.549546706054557
case14,branch3_out,19.690130113945425
case14,branch3_out,3.951123555553192
case14,branch3_out,18.688357280823823
case14,branch3_out,1.2941230842455291
case14,branch3_out,2.422429513721313
case14,branch3_out,1.3053614064104453
case14,branch3_out,21.92316953002514
case14,branch3_out,0.8149372071342655
case30,baseline,0.0
case30,baseline,0.4299832484058087
case30,baseline,0.0871473735196861
case30,baseline,0.0280320248876049
case30,baseline,0.0
case30,baseline,0.7865917318156109
case30,baseline,0.0
case30,baseline,0.3576671578405025
case30,baseline,0.0263138678115159
case30,baseline,0.4911644743115679
case30,baseline,0.7071667996768527
case30,baseline,0.1812772493283807
case30,baseline,0.9251228813358064
case30,baseline,0.368276873444282
case30,baseline,0.1375490376528111
case30,baseline,0.0224436630037503
case30,baseline,0.8552230338704134
case30,baseline,0.0510138680197517
case30,baseline,0.999683364439958
case30,baseline,0.0219378204246615
case30,baseline,0.0589866471588637
case30,baseline,0.0172068299113023
case30,baseline,0.0
case30,baseline,0.0365701552572386
case30,baseline,0.0
case30,baseline,0.0795553734009066
case30,baseline,0.2080674248388129
case30,baseline,0.0
case30,baseline,0.5471082385886491
case30,baseline,0.2423099211477826
case30,baseline,0.100870101614182
case30,baseline,0.0483385395515801
case30,baseline,0.1848479115581112
case30,baseline,0.2029876722109478
case30,baseline,0.072031770140037
case30,baseline,0.0288174749682691
case30,baseline,0.0073114884582461
case30,baseline,0.3749018769624362
case30,baseline,0.0261134367980347
case30,baseline,0.1295602826955928
case30,baseline,0.0984339920380646
case30,baseline,0.101586396218384
case30,baseline,0.2419835236352705
case30,baseline,0.0555769128603364
case30,baseline,0.0091315320746164
case30,baseline,0.2192668594494053
case30,baseline,0.0
case30,baseline,0.1568454337394317
case30,baseline,0.0629913926834639
case30,baseline,0.1825870068275373
case30,baseline,0.2769345968125676
case30,baseline,0.2028023624036765
case30,baseline,0.0251522224781867
case30,baseline,0.2656073363395686
case30,baseline,0.3164046357968598
case30,baseline,0.3672195103246961
case30,baseline,0.1092381321219262
case30,baseline,0.6031513116327092
case30,baseline,0.0
case30,baseline,0.0
case30,branch1_out,4.585119217124533
case30,branch1_out,30.46920394925233
case30,branch1_out,4.780416460015664
case30,branch1_out,6.848630816907609
case30,branch1_out,20.373143262235043
case30,branch1_out,4.814930530240867
case30,branch1_out,7.675229749738991
case30,branch1_out,18.887183809789303
case30,branch1_out,5.222604711732797
case30,branch1_out,6.759326961836016
case30,branch1_out,4.579379928866842
case30,branch1_out,7.538055763920329
case30,branch1_out,27.629561274303597
case30,branch1_out,1.1988560088479967
case30,branch1_out,2.2698522065406177
case30,branch1_out,21.38919806204522
case30,branch1_out,19.30517370603846
case30,branch1_out,5.070293804574189
case30,branch1_out,28.21303691064974
case30,branch1_out,21.731097395263586
case30,branch1_out,21.05389879805261
case30,branch1_out,18.8106204470762
case30,branch1_out,0.9596684254364825
case30,branch1_out,7.9193996921341725
case30,branch1_out,8.504620129777424
case30,branch1_out,29.912975789850552
case30,branch1_out,8.41106145850047
case30,branch1_out,20.866232537783723
case30,branch1_out,8.115295033036457
case30,branch1_out,33.72371009923298
case30,branch1_out,5.835170468681908
case30,branch1_out,23.30045753536322
case30,branch1_out,6.258787751904746
case30,branch1_out,1.937391125695368
case30,branch1_out,4.5686725305541
case30,branch1_out,2.3590514706184837
case30,branch1_out,1.9534710366268253
case30,branch1_out,19.05922672490928
case30,branch1_out,6.5028866265992775
case30,branch1_out,27.50366119789139
case30,branch1_out,15.127531278151595
case30,branch1_out,23.182744274703943
case30,branch1_out,21.67898884071535
case30,branch1_out,24.17973461419256
case30,branch1_out,14.35001714304088
case30,branch1_out,6.2531342463338335
case30,branch1_out,4.93202673242842
case30,branch1_out,7.273658151892841
case30,branch1_out,4.218596057432343
case30,branch1_out,6.768398527622062
case30,branch1_out,27.296138266919865
case30,branch1_out,16.435213968556624
case30,branch1_out,34.46011010723324
case30,branch1_out,0.6540282780791208
case30,branch1_out,7.659454202110527
case30,branch1_out,2.605340606439049
case30,branch1_out,19.60057089074407
case30,branch1_out,1.2899044144693963
case30,branch1_out,5.1839546783283685
case30,branch1_out,6.162433366458346
case30,branch2_out,7.312541930726502
case30,branch2_out,34.95608019092831
case30,branch2_out,30.402886940359476
case30,branch2_out,2.670135547211207
case30,branch2_out,6.283363716599585
case30,branch2_out,1.3962910505391282
case30,branch2_out,8.288254502673873
case30,branch2_out,1.8703942008579704
case30,branch2_out,6.815196120153383
case30,branch2_out,28.36382175467432
case30,branch2_out,0.8470447734547357
case30,branch2_out,14.02101421446329
case30,branch2_out,14.22456586612152
case30,branch2_out,20.832090487442823
case30,branch2_out,18.374076965611334
case30,branch2_out,0.7648854476293577
case30,branch2_out,5.265812648467049
case30,branch2_out,8.32536001306205
case30,branch2_out,20.05757964083013
case30,branch2_out,6.961486413555594
case30,branch2_out,1.966573692010202
case30,branch2_out,12.78824951885292
case30,branch2_out,3.2582315058472058
case30,branch2_out,8.11568430733283
case30,branch2_out,19.37993482400426
case30,branch2_out,6.095722880212193
case30,branch2_out,13.04288551065994
case30,branch2_out,28.18480544075557
case30,branch2_out,6.945500905721394
case30,branch2_out,24.74875121587897
case30,branch2_out,28.232066912350952
case30,branch2_out,21.150690089110658
case30,branch2_out,6.366248181434631
case30,branch2_out,4.686060861152141
case30,branch2_out,2.427607774549416
case30,branch2_out,24.88592213738801
case30,branch2_out,2.6439835051351857
case30,branch2_out,13.261397038390635
case30,branch2_out,21.23707503225731
case30,branch2_out,23.91886491020425
case30,branch2_out,2.979652345573465
case30,branch2_out,1.0801725270665308
case30,branch2_out,20.395680292711223
case30,branch2_out,9.185384772904618
case30,branch2_out,7.014545489539734
case30,branch2_out,4.368098326748605
case30,branch2_out,6.961960745559015
case30,branch2_out,2.451904666680266
case30,branch2_out,26.997314073316872
case30,branch2_out,1.0693785839186425
case30,branch2_out,29.744124088340527
case30,branch2_out,1.986615024946969
case30,branch2_out,5.234278113589906
case30,branch2_out,4.194285035520721
case30,branch2_out,2.70569272954583
case30,branch2_out,33.413124724259774
case30,branch2_out,6.474825809570788
case30,branch2_out,6.0962690454964825
case30,branch2_out,4.065457954094088
case30,branch2_out,10.986409607078716
case30,branch3_out,21.87538372195944
case30,branch3_out,27.378870717538685
case30,branch3_out,5.951604584050156
case30,branch3_out,8.035119264653382
case30,branch3_out,7.873769628916657
case30,branch3_out,6.286173729366351
case30,branch3_out,23.53105221569202
case30,branch3_out,1.9309726268805305
case30,branch3_out,5.425129385309606
case30,branch3_out,31.541802379824965
case30,branch3_out,1.745510738419792
case30,branch3_out,10.37222235133751
case30,branch3_out,20.63246708364127
case30,branch3_out,3.477657623036915
case30,branch3_out,32.81878346718869
case30,branch3_out,2.381953055647366
case30,branch3_out,1.0047012485275546
case30,branch3_out,6.40940661902602
case30,branch3_out,27.030013518550845
case30,branch3_out,7.345351933728257
case30,branch3_out,3.0757891885344355
case30,branch3_out,25.22819387766851
case30,branch3_out,8.557025325176884
case30,branch3_out,6.16732327609946
case30,branch3_out,1.830287898233969
case30,branch3_out,4.241458616652764
case30,branch3_out,7.499889381094704
case30,branch3_out,1.963992704707138
case30,branch3_out,1.6291289158719369
case30,branch3_out,23.736433228360838
case30,branch3_out,21.32748943070316
case30,branch3_out,6.621410593647587
case30,branch3_out,26.38679934608559
case30,branch3_out,21.027745920609604
case30,branch3_out,8.127087237903217
case30,branch3_out,2.704659904530684
case30,branch3_out,7.787031476731301
case30,branch3_out,7.217769568970967
case30,branch3_out,8.6327567044122
case30,branch3_out,1.726337184899142
case30,branch3_out,0.6686267616060723
case30,branch3_out,4.501789136549437
case30,branch3_out,2.528021329945493
case30,branch3_out,5.215474301164587
case30,branch3_out,26.73242023442751
case30,branch3_out,8.723402736832602
case30,branch3_out,3.830237719927576
case30,branch3_out,5.182255280368098
case30,branch3_out,2.46231274998747
case30,branch3_out,24.290341902836094
case30,branch3_out,9.025624406341898
case30,branch3_out,0.8033654662476518
case30,branch3_out,5.080030020391051
case30,branch3_out,8.392699232602414
case30,branch3_out,24.242568291893267
case30,branch3_out,3.494316496908723
case30,branch3_out,1.6141191327281057
case30,branch3_out,2.874119938483457
case30,branch3_out,8.337288704042859
case30,branch3_out,14.714509158185072
case118,baseline,0.5217736716699414
case118,baseline,0.1606763901379742
case118,baseline,0.4713456350316108
case118,baseline,0.1062691947615616
case118,baseline,0.3131727077514863
case118,baseline,0.4071861579017182
case118,baseline,0.0861055913587829
case118,baseline,0.0
case118,baseline,0.0
case118,baseline,0.2539054820102627
case118,baseline,0.2431402508409821
case118,baseline,0.0
case118,baseline,0.0675733003466381
case118,baseline,0.6864434609958919
case118,baseline,0.2145533707131671
case118,baseline,0.026527687881981
case118,baseline,0.040198784933669
case118,baseline,0.6526376412129913
case118,baseline,0.2941980555816235
case118,baseline,0.5828517238701449
case118,baseline,0.8415332596612671
case118,baseline,0.0
case118,baseline,0.1594100354444636
case118,baseline,0.4473854488063272
case118,baseline,0.0
case118,baseline,0.1293553106296174
case118,baseline,0.0254281248924392
case118,baseline,0.5725174376253633
case118,baseline,0.3076357061726771
case118,baseline,1.830509254186772
case118,baseline,0.0
case118,baseline,0.075729118107322
case118,baseline,0.1771797984133849
case118,baseline,0.6046706724706679
case118,baseline,0.0
case118,baseline,0.0
case118,baseline,0.1909812208116443
case118,baseline,0.0020402435902391
case118,baseline,0.3766435285913012
case118,baseline,0.3511596410698425
case118,baseline,0.2023883650690476
case118,baseline,0.3157930061517037
case118,baseline,0.0509072104096146
case118,baseline,1.1977014094473557
case118,baseline,0.1487353656148894
case118,baseline,1.2415462199028695
case118,baseline,0.1048987942707417
case118,baseline,0.05391474547259
case118,baseline,0.0
case118,baseline,0.4120982627633227
case118,baseline,0.0925380649186936
case118,baseline,0.2773306643830903
case118,baseline,0.1147236635453152
case118,baseline,0.5018213801319247
case118,baseline,0.1065516536036279
case118,baseline,0.2974876393099112
case118,baseline,0.2986528503951939
case118,baseline,0.8085889189743363
case118,baseline,0.2338316559389096
case118,baseline,0.0813768521795987
case118,branch1_out,16.597090182415247
case118,branch1_out,4.536354125107692
case118,branch1_out,30.521768771531804
case118,branch1_out,5.803368554877585
case118,branch1_out,5.4922416565560885
case118,branch1_out,6.032464516377057
case118,branch1_out,2.5950993284210795
case118,branch1_out,15.79661608470933
case118,branch1_out,4.711178541109734
case118,branch1_out,7.060117701616367
case118,branch1_out,7.144972060588215
case118,branch1_out,2.5216445820509343
case118,branch1_out,3.688682778778788
case118,branch1_out,15.340855807558697
case118,branch1_out,19.1276460110391
case118,branch1_out,5.607577974718784
case118,branch1_out,29.329841535845457
case118,branch1_out,33.44423577974418
case118,branch1_out,2.740455067291838
case118,branch1_out,1.7921328704244
case118,branch1_out,5.15878584461966
case118,branch1_out,0.7283430369048511
case118,branch1_out,19.870633961884785
case118,branch1_out,2.6357952796783217
case118,branch1_out,7.810660906110481
case118,branch1_out,16.37392137092957
case118,branch1_out,9.556460403102449
case118,branch1_out,6.370888783917279
case118,branch1_out,12.78055973913451
case118,branch1_out,2.1522963641644037
case118,branch1_out,17.362156786699888
case118,branch1_out,7.674919348493503
case118,branch1_out,6.064039112989108
case118,branch1_out,1.224053301313072
case118,branch1_out,2.2619965084264555
case118,branch1_out,26.66408580921652
case118,branch1_out,4.982395710224078
case118,branch1_out,23.51737431481235
case118,branch1_out,1.7287345713354996
case118,branch1_out,16.06012356496832
case118,branch1_out,5.818039931658829
case118,branch1_out,19.66844965682639
case118,branch1_out,20.88985112893429
case118,branch1_out,18.32165146842763
case118,branch1_out,2.2769120299954078
case118,branch1_out,0.8116775317283687
case118,branch1_out,2.8180282950153184
case118,branch1_out,1.1239393451764426
case118,branch1_out,7.0553702459896375
case118,branch1_out,5.448063287488523
case118,branch1_out,5.098813169410856
case118,branch1_out,20.57427270321522
case118,branch1_out,16.966535299541015
case118,branch1_out,18.642560811398624
case118,branch1_out,7.990299437230266
case118,branch1_out,5.006851630722464
case118,branch1_out,4.095202103035737
case118,branch1_out,3.0050080173759945
case118,branch1_out,19.874553175861845
case118,branch1_out,2.168590178849015
case118,branch2_out,15.08091075266738
case118,branch2_out,32.41178819594584
case118,branch2_out,6.83941594007106
