case,attack,delta_v,nis,cusum_stat,cusum_alarm,jitter_z,jitter_detected,kalman_anomaly,consensus,threat_score,y_true,y_pred
case9,branch2_out,0.056957821141758,46.16316512608831,24.48655575926598,True,4.6240018161024175,True,True,1,0.9999,1,1
case9,branch2_out,0.0399881384449593,22.27908115688157,5.656060609573108,True,2.511309190594492,False,True,1,0.6666,1,1
case9,branch2_out,0.0234874201964475,14.230343283424478,1.9782559943556883,False,0.9490658554638424,False,True,0,0.3333,1,1
case9,branch2_out,0.0440163626205776,22.592563109883915,12.536832587506092,True,1.3446501958248542,False,True,1,0.6666,1,1
case9,branch2_out,0.0502860030256908,44.25514439927713,42.861683349804906,True,4.82532807741566,True,True,1,0.9999,1,1
case9,branch2_out,0.0484578188786315,28.098608339936675,26.760370727171946,True,8.155122634635381,True,True,1,0.9999,1,1
case9,branch2_out,0.0405564887411482,32.69520688643063,22.768360206038544,True,8.596754608505133,True,True,1,0.9999,1,1
case9,branch2_out,0.0306514233858172,19.405988600297736,4.961233734218648,True,2.295313344677916,False,True,1,0.6666,1,1
case9,branch2_out,0.038753714202881,22.954670944869807,7.323946250576581,True,2.4247925516083795,False,True,1,0.6666,1,1
case9,branch2_out,0.0493474442817041,22.19767787275941,36.258955928622456,True,3.9430800847087686,True,True,1,0.9999,1,1
case9,branch2_out,0.0261411351352841,13.180265953746906,2.573521474364741,False,0.8171036919546649,False,True,0,0.3333,1,1
case9,branch2_out,0.0323053256991973,35.07994820117414,43.56351978174099,True,4.371861114600041,True,True,1,0.9999,1,1
case9,branch2_out,0.0260722811020491,13.027129064521528,3.710212855417245,False,1.0277090975658751,False,True,0,0.3333,1,1
case9,branch2_out,0.0456051224674873,48.477377279388776,27.950313558489377,True,4.132625085466055,True,True,1,0.9999,1,1
case9,branch2_out,0.0420796351155236,22.6122011409014,4.240828039830238,False,1.642592559142292,False,True,0,0.3333,1,1
case9,branch2_out,0.0332319404598061,20.02540069521471,4.990249419120265,False,2.4572588699787863,False,True,0,0.3333,1,1
case9,branch2_out,0.0314482322279124,16.411624831847202,9.349756501678394,True,2.4255892222079543,False,True,1,0.6666,1,1
case9,branch2_out,0.0320127377291938,15.140996321493075,2.63661001706623,False,0.9933282987601556,False,True,0,0.3333,1,1
case9,branch2_out,0.0567413309754606,35.21807047487916,48.268773770600674,True,6.703431942930286,True,True,1,0.9999,1,1
case9,branch2_out,0.0179562570733217,18.83667114817863,11.719580891297056,True,1.8600804746376327,False,True,1,0.6666,1,1
case9,branch2_out,0.0275355866338937,44.9142640331436,40.271863281467496,True,5.200466840160043,True,True,1,0.9999,1,1
case9,branch2_out,0.0453304620841725,20.079665202073897,12.222312885179983,True,5.846419851119337,True,True,1,0.9999,1,1
case9,branch2_out,0.0369840480329811,20.226431266450888,7.170106096546612,True,1.894691982856016,False,True,1,0.6666,1,1
case9,branch2_out,0.0234567404849311,14.594753799740934,3.266798004220873,False,0.8960349228865266,False,True,0,0.3333,1,1
case9,branch2_out,0.0412404009577888,30.260577448778204,39.98948606654776,True,5.5666395582739,True,True,1,0.9999,1,1
case9,branch2_out,0.0357700093058257,21.05930936070248,12.952150123176516,True,2.0704224989993496,False,True,1,0.6666,1,1
case9,branch2_out,0.0276985337266482,16.64384226038999,11.36049902422957,True,3.779600755089415,True,True,1,0.9999,1,1
case9,branch2_out,0.0523142016818268,46.00116231168404,22.13564992858402,True,5.662280394979539,True,True,1,0.9999,1,1
case9,branch2_out,0.033540815610376,21.69073744876153,10.256831771415218,True,1.403462929058365,False,True,1,0.6666,1,1
case9,branch2_out,0.0337368434847922,16.9960801278693,5.270524348699913,True,2.892981361606823,False,True,1,0.6666,1,1
case9,branch2_out,0.0588472830832172,26.422473582847264,43.13432929292181,True,3.474823871514197,False,True,1,0.6666,1,1
case9,branch2_out,0.0598637368482007,50.00822905992853,33.479651315015055,True,6.214027836293709,True,True,1,0.9999,1,1
case9,branch2_out,0.0524530200016711,34.6270426634675,19.11712014128212,True,8.55836044392534,True,True,1,0.9999,1,1
case9,branch2_out,0.034236602697779,15.557394302394442,10.087970789859304,True,2.3072308227074143,False,True,1,0.6666,1,1
case9,branch2_out,0.0337498819681807,22.810434361997395,5.370254711939679,True,2.5543845804563485,False,True,1,0.6666,1,1
case9,branch3_out,0.0483742349613694,39.393640236139234,46.92406875960195,True,7.399667743775045,True,True,1,0.9999,1,1
case9,branch3_out,0.0293414440652903,20.614200093732823,8.389505581420648,True,1.7505995779459491,False,True,1,0.6666,1,1
case9,branch3_out,0.0234677509089042,18.39055389545084,8.274579349884062,True,1.7541462621254578,False,True,1,0.6666,1,1
case9,branch3_out,0.0244916294248221,13.045021267490617,5.99481165523661,True,1.3949779219799363,False,False,0,0.3333,1,1
case9,branch3_out,0.0421219699878962,26.252251248280125,31.01321040628331,True,5.132705433575975,True,True,1,0.9999,1,1
case9,branch3_out,0.0238651854074477,12.021782425862304,2.731124826668076,False,0.863101204328631,False,False,0,0.0,1,0
case9,branch3_out,0.0413623423319036,44.750817677724456,17.975636450685844,True,5.222786338653125,True,True,1,0.9999,1,1
case9,branch3_out,0.0551224916825885,37.42159392219769,39.34004742030041,True,6.83785702354596,True,True,1,0.9999,1,1
case9,branch3_out,0.0275297758443262,18.397598233424556,6.684372166489872,True,2.985249606221222,False,True,1,0.6666,1,1
case9,branch3_out,0.0484899902489715,36.25434629663181,39.2010235729776,True,8.478051632745748,True,True,1,0.9999,1,1
case9,branch3_out,0.0335688720714216,45.856655477542674,20.997387599481684,True,5.483194371375895,True,True,1,0.9999,1,1
case9,branch3_out,0.0598249242946807,39.01015674865988,50.28823985020437,True,8.24919240778935,True,True,1,0.9999,1,1
case9,branch3_out,0.0464763758876829,29.37017045020741,32.72236511528578,True,6.472525130569558,True,True,1,0.9999,1,1
case9,branch3_out,0.021009724694359,22.792714690358757,8.46084780233949,True,2.6505356002066685,False,True,1,0.6666,1,1
case9,branch3_out,0.0267692370933074,12.314788794768372,1.9753324154653635,False,1.785218403530353,False,False,0,0.0,1,0
case9,branch3_out,0.0318914292534125,19.93268456744365,3.1985496376025955,False,1.4869973064338282,False,True,0,0.3333,1,1
case9,branch3_out,0.0266132797210664,35.87083286208228,21.6365243732069,True,3.003966900394731,False,True,1,0.6666,1,1
case9,branch3_out,0.0397026334917417,40.24872287441441,47.28737419591764,True,3.8526932868119728,True,True,1,0.9999,1,1
case9,branch3_out,0.0257548486606442,11.959571229102211,4.239986422159841,False,1.4885254456360153,False,False,0,0.0,1,0
case9,branch3_out,0.0306413420508179,16.31008051425054,4.954938576642084,False,2.584953801398308,False,True,0,0.3333,1,1
case9,branch3_out,0.0350988776907427,25.11972179252211,37.847348753764365,True,5.135851327003749,True,True,1,0.9999,1,1
case9,branch3_out,0.0339466532441512,16.80366010112693,8.752310849200901,True,1.870461149859108,False,True,1,0.6666,1,1
case9,branch3_out,0.0327509076052257,23.12437560196391,9.466006255141542,True,2.495125095072796,False,True,1,0.6666,1,1
case9,branch3_out,0.0332593600432424,22.917426274485603,29.256836835015623,True,2.9363795028879087,False,True,1,0.6666,1,1
case9,branch3_out,0.0365181977157874,15.20875235105557,2.9480278126448605,False,0.9773064998421128,False,True,0,0.3333,1,1
case9,branch3_out,0.0289974217745356,26.197726610204185,40.967493871845775,True,4.439693867862352,True,True,1,0.9999,1,1
case9,branch3_out,0.0245883071549434,12.9004230061293,3.99224238083602,False,1.2964609790472672,False,True,0,0.3333,1,1
case9,branch3_out,0.0557951665961706,37.87713585934684,19.27667940607874,True,5.054493906257248,True,True,1,0.9999,1,1
case9,branch3_out,0.0446856841015326,22.749877298056795,11.402003638255197,True,4.332389040737977,True,True,1,0.9999,1,1
case9,branch3_out,0.0542472094141675,42.03276159009389,33.2256563168412,True,8.13970648175859,True,True,1,0.9999,1,1
case9,branch3_out,0.0241192774051162,13.82175933444494,3.157538391507571,False,1.1280250796377198,False,True,0,0.3333,1,1
case9,branch3_out,0.0359338721983578,14.804506900841009,9.794401375624144,True,2.735259259779287,False,True,1,0.6666,1,1
case9,branch3_out,0.0441170284819091,32.23755581081844,39.36461723598661,True,5.510607759839515,True,True,1,0.9999,1,1
case9,branch3_out,0.0356155905467414,16.23218184028675,8.120975795355442,True,1.5232271162556348,False,True,1,0.6666,1,1
case9,branch3_out,0.022932085384617,12.737352538124208,0.7923849609937592,False,0.6427214125850174,False,False,0,0.0,1,0
case9,branch3_out,0.0205575794687088,14.121429440161396,3.611493459500856,False,0.646640673659945,False,True,0,0.3333,1,1
case9,branch3_out,0.0364414412946873,27.9716584992019,31.490960999549515,True,4.566929317336252,True,True,1,0.9999,1,1
case9,branch3_out,0.038719176218324,16.35684282410792,9.616320544432428,True,1.3428369275182386,False,True,1,0.6666,1,1
case9,branch3_out,0.0282122297589385,16.394210930983554,10.519243750801229,True,3.490541938302244,False,True,1,0.6666,1,1
case9,branch3_out,0.0560814019782241,47.74574741940172,34.261004542388505,True,4.83622111705304,True,True,1,0.9999,1,1
case9,branch3_out,0.0330651384794899,26.688500819010343,20.950576659934683,True,7.0223584418469,True,True,1,0.9999,1,1
case9,branch3_out,0.0452128107779245,47.01775499314745,26.48750657260241,True,3.2731014166494816,False,True,1,0.6666,1,1
case9,branch3_out,0.0271656737106616,11.173028630832992,1.0634268677950858,False,1.4193541489282426,False,False,0,0.0,1,0
case9,branch3_out,0.0300780694442918,38.55591793279695,54.184820596476335,True,3.698932918096874,True,True,1,0.9999,1,1
case9,branch3_out,0.0221192248715518,14.091974072720078,1.2069013014791103,False,1.6065052865812597,False,True,0,0.3333,1,1
case9,branch3_out,0.0363554676140434,21.45108805144581,6.850343470861999,True,2.1720724449345514,False,True,1,0.6666,1,1
case9,branch3_out,0.0348872302989896,16.467950231628397,7.668798713865127,True,3.209712172519779,False,True,1,0.6666,1,1
case9,branch3_out,0.059075017680131,30.29455488271447,40.85806554252144,True,3.0577632514500643,False,True,1,0.6666,1,1
case9,branch3_out,0.0333603810225439,17.09898109727299,8.88893630635061,True,3.764685998667765,False,True,1,0.6666,1,1
case9,branch3_out,0.0282800225463254,15.89127922245556,3.5221903274121757,False,2.7271257116153995,False,True,0,0.3333,1,1
case9,branch3_out,0.0314793793612523,15.807683901546731,10.463311314070369,True,2.4281402897567865,False,True,1,0.6666,1,1
case9,branch3_out,0.0429905296957059,19.968567651692503,7.783209243563037,True,1.279036954517563,False,True,1,0.6666,1,1
case9,branch3_out,0.0293764355134233,15.853829742517345,12.242621913481065,True,1.7498865770072798,False,True,1,0.6666,1,1
case9,branch3_out,0.0360874570570524,30.930288238265103,22.885450795699228,True,5.6262123194109295,True,True,1,0.9999,1,1
case9,branch3_out,0.0539325689931597,30.354970783244426,14.91850715198013,True,4.261696636447794,True,True,1,0.9999,1,1
